symbol,interval,price,buyAmount,gainProfit,gainAmount,totalAmount,startDate,endDate,avgDate,volume,quoteVolume
BNBUSDT,5M,null,500,1.800947867298574,9.00473933649287,509.00473933649283,2021-08-02 01:20:00,2021-08-02 06:35:00,0 days 05:15:00,7929.35770000,2595994.65452700
BNBUSDT,5M,null,500,2.0431812637228557,10.215906318614278,510.21590631861426,2021-08-02 00:55:00,2021-08-02 06:40:00,0 days 05:45:00,4782.02020000,1571480.68058700
BNBUSDT,5M,null,500,0.7108269183014538,3.554134591507269,503.5541345915072,2021-08-03 04:55:00,2021-08-03 10:40:00,0 days 05:45:00,45597.27370000,14765335.00000600
BNBUSDT,5M,null,500,1.5683696468820407,7.841848234410203,507.84184823441024,2021-08-03 05:05:00,2021-08-03 10:40:00,0 days 05:35:00,9527.79700000,3043921.08536800
BNBUSDT,5M,null,500,1.3494517852122554,6.747258926061277,506.7472589260613,2021-08-03 05:15:00,2021-08-03 10:40:00,0 days 05:25:00,8484.50120000,2706848.63375900
BNBUSDT,5M,null,500,1.1598540828734356,5.799270414367178,505.79927041436724,2021-08-03 05:25:00,2021-08-03 10:40:00,0 days 05:15:00,3715.45360000,1191022.32495600
BNBUSDT,5M,null,500,1.6099168366546353,8.049584183273176,508.04958418327317,2021-08-03 05:00:00,2021-08-03 13:00:00,0 days 08:00:00,38665.40540000,12372238.37647700
BNBUSDT,5M,null,500,0.9509556324634285,4.754778162317143,504.75477816231717,2021-08-03 05:20:00,2021-08-03 13:00:00,0 days 07:40:00,3992.86060000,1279703.52952700
BNBUSDT,5M,null,500,1.6871936659545073,8.435968329772535,508.43596832977255,2021-08-03 05:10:00,2021-08-03 13:05:00,0 days 07:55:00,5716.63200000,1823328.63513700
BNBUSDT,5M,null,500,-0.10117068940597367,-0.5058534470298683,499.49414655297016,2021-08-08 14:55:00,2021-08-09 08:50:00,0 days 17:55:00,10434.61300000,3616372.25311400
BNBUSDT,5M,null,500,1.0201397211423253,5.100698605711626,505.1006986057116,2021-08-08 16:55:00,2021-08-09 08:50:00,0 days 15:55:00,11115.94000000,3804882.00306500
BNBUSDT,5M,null,500,1.706886403766925,8.534432018834625,508.53443201883465,2021-08-08 17:05:00,2021-08-09 08:50:00,0 days 15:45:00,14240.51450000,4843605.99258100
BNBUSDT,5M,null,500,1.5186675674881813,7.593337837440907,507.59333783744086,2021-08-08 17:15:00,2021-08-09 08:50:00,0 days 15:35:00,4589.75540000,1561502.48714200
BNBUSDT,5M,null,500,2.3939322114245205,11.969661057122604,511.9696610571226,2021-08-08 19:15:00,2021-08-09 08:50:00,0 days 13:35:00,5306.63420000,1790661.11156500
BNBUSDT,5M,null,500,1.6520467836257244,8.260233918128622,508.26023391812856,2021-08-08 16:50:00,2021-08-09 09:10:00,0 days 16:20:00,16943.75090000,5809240.90983900
BNBUSDT,5M,null,500,2.3613932809233527,11.806966404616764,511.8069664046168,2021-08-08 17:10:00,2021-08-09 09:10:00,0 days 16:00:00,5843.49010000,1986590.43347200
BNBUSDT,5M,null,500,2.320049337758079,11.600246688790394,511.6002466887903,2021-08-08 17:00:00,2021-08-09 09:15:00,0 days 16:15:00,9967.00920000,3403998.13257900
BNBUSDT,5M,null,500,3.5086679508075367,17.543339754037685,517.5433397540377,2021-08-08 19:10:00,2021-08-09 09:20:00,0 days 14:10:00,10696.15020000,3617687.66104100
BNBUSDT,5M,null,500,2.426683448709877,12.133417243549385,512.1334172435494,2021-08-15 07:45:00,2021-08-15 14:05:00,0 days 06:20:00,34792.20710000,13867360.31280600
BNBUSDT,5M,null,500,2.251652300655889,11.258261503279444,511.25826150327947,2021-08-15 07:55:00,2021-08-15 14:05:00,0 days 06:10:00,5596.62750000,2225310.83438000
BNBUSDT,5M,null,500,2.1433962264150894,10.716981132075446,510.71698113207543,2021-08-15 07:50:00,2021-08-15 14:25:00,0 days 06:35:00,6580.21980000,2617031.53206700
BNBUSDT,5M,null,500,-1.3531006521261315,-6.765503260630657,493.2344967393694,2021-08-17 20:15:00,2021-08-18 05:30:00,0 days 09:15:00,16613.66660000,6813662.95577600
BNBUSDT,5M,null,500,-0.4584103512014821,-2.2920517560074107,497.70794824399263,2021-08-17 20:25:00,2021-08-18 05:30:00,0 days 09:05:00,21474.31420000,8699942.36607100
BNBUSDT,5M,null,500,0.7609021055782885,3.8045105278914426,503.8045105278914,2021-08-17 22:20:00,2021-08-18 05:30:00,0 days 07:10:00,14278.31810000,5728442.16209000
BNBUSDT,5M,null,500,3.083127025854364,15.415635129271822,515.4156351292718,2021-08-18 01:15:00,2021-08-18 05:30:00,0 days 04:15:00,25887.40620000,10074711.51067800
BNBUSDT,5M,null,500,3.175292494763196,15.87646247381598,515.876462473816,2021-08-18 01:25:00,2021-08-18 05:30:00,0 days 04:05:00,9071.00540000,3551106.14153400
BNBUSDT,5M,null,500,-0.7388497508529888,-3.694248754264944,496.30575124573505,2021-08-17 20:20:00,2021-08-18 05:35:00,0 days 09:15:00,16193.86960000,6614781.80295500
BNBUSDT,5M,null,500,4.133082687405045,20.665413437025226,520.6654134370252,2021-08-18 01:10:00,2021-08-18 05:35:00,0 days 04:25:00,33287.82260000,12983661.44593800
BNBUSDT,5M,null,500,-0.14566462571598654,-0.7283231285799328,499.27167687142,2021-08-17 20:30:00,2021-08-18 05:40:00,0 days 09:10:00,19754.08460000,7969021.06819900
BNBUSDT,5M,null,500,3.198830259343824,15.994151296719119,515.9941512967191,2021-08-18 01:20:00,2021-08-18 14:15:00,0 days 12:55:00,13171.20230000,5154269.95323100
BNBUSDT,5M,null,500,0.8247096570111696,4.123548285055848,504.1235482850559,2021-08-22 14:50:00,2021-08-22 22:45:00,0 days 07:55:00,22607.62050000,10042378.07750400
